purchase_id,crop_type,farm_id,purchase_complete,total_price,total_quantity,purchase_date,farmer_name
335,Island Retreat Farm,27,false,72522.3,4821,11/25/2023,Kellsie Fitchell
336,Whispering Pines Farmstead,19,false,6456.48,6443,10/2/2023,Tootsie Brittian
337,Eastwood Farms,37,false,35203.04,5846,7/29/2023,Melodie Tegeller
338,Twilight Vineyards,32,false,31393.07,7620,9/13/2023,Veronika Banger
339,Blue Sky Orchards,5,false,42890.81,5320,1/24/2023,Keeley Lilliman
340,Eastwood Farms,25,true,96270.98,7972,5/25/2023,Leon Riddlesden
341,Twilight Vineyards,7,true,28758.07,762,7/23/2023,Aurie Lowensohn
342,Island Retreat Farm,39,false,78782.51,4358,2/22/2023,Killie Prudence
343,Willow Creek Homestead,2,true,30537.08,1609,2/18/2023,Allin MacDonell
344,Prairie Wind Farms,9,true,4570.39,3452,6/6/2023,Nara Hurne
345,Blue Sky Orchards,17,true,33698.97,179,1/10/2023,Renell Heeks
346,Maplewood Poultry Farm,9,true,46335.49,7686,6/9/2023,Luis Sautter
347,Spring Meadow Farm,32,false,17515.37,4908,6/17/2023,Jennilee Hucquart
348,Twilight Vineyards,28,false,6389.81,2799,7/13/2023,Romona Rigeby
349,Meadowbrook Estate,30,true,91958.41,5075,3/27/2023,Sherill MacInerney
350,Meadowbrook Estate,10,true,69499.15,5711,5/18/2023,Hephzibah Abbatt
351,Autumn Ridge Farm,24,false,2780.8,5176,12/25/2022,Aubrette Matussevich
352,Sunny Meadow Farm,37,false,47622.19,3121,11/11/2023,Geneva Akhurst
353,Winterfell Ranch,5,false,2547.43,6663,11/23/2023,Cahra Leeke
354,Prairie Wind Farms,20,true,87665.45,3841,4/15/2023,Ardys Lyngsted
355,Willow Creek Homestead,27,false,55793.08,5449,11/21/2023,Lavena Knightsbridge
356,Island Retreat Farm,10,true,95964.42,7652,8/12/2023,Armand Masham
357,Blue Sky Orchards,26,true,17915.44,438,6/15/2023,Franklin Petrik
358,Eastwood Farms,24,true,38237.91,9638,7/13/2023,Ines Bettaney
359,Riverbend Cattle Co.,10,true,37610.58,9743,6/11/2023,Chantalle Wyllcocks
360,Blue Sky Orchards,16,false,72697.33,4408,6/10/2023,Thedric Hartright
361,Prairie Wind Farms,1,true,15362.14,528,7/14/2023,Jennie Hainning
362,Meadowbrook Estate,34,true,49455.98,7702,11/13/2023,Rebecka Godmar
363,Prairie Wind Farms,29,true,46949.56,2745,8/21/2023,Kimberly Wasiel
364,Willow Creek Homestead,20,true,16101.17,9720,5/5/2023,Kacy Boles
365,Eastwood Farms,14,true,89665.05,7129,5/28/2023,Washington Malone
366,Winterfell Ranch,21,false,56214.07,8063,6/17/2023,Ira Kubik
367,Riverbend Cattle Co.,18,true,2443.28,5986,10/27/2023,Cosmo Harcourt
368,Eastwood Farms,20,false,31842.69,1069,7/7/2023,Lurleen Cornwall
369,Sunset Orchard,33,false,91662.82,2990,11/2/2023,Lilith Barreau
370,Blue Sky Orchards,15,true,88519.45,1685,9/2/2023,Mannie Llewellyn
371,Spring Meadow Farm,3,true,71399.27,8362,8/14/2023,Archy McAuliffe
372,Autumn Ridge Farm,12,false,26098.33,6731,11/2/2023,Boot Glossop
373,Autumn Ridge Farm,22,false,77438.33,3070,12/13/2022,Claiborne Sidnell
374,Island Retreat Farm,32,true,26571.84,6479,5/18/2023,Betteann Bauer
375,Meadowbrook Estate,27,true,33304.87,3988,1/22/2023,Kellsie Fitchell
376,Silver Lake Dairy,19,true,21192.71,4708,8/30/2023,Tootsie Brittian
377,Prairie Wind Farms,37,true,14749.33,3004,8/28/2023,Melodie Tegeller
378,Highland Farm,32,true,16282.86,4842,9/28/2023,Veronika Banger
379,Spring Meadow Farm,5,true,90602.71,8500,5/8/2023,Keeley Lilliman
380,Prairie Wind Farms,25,true,18141.86,2714,7/3/2023,Leon Riddlesden
381,Highland Farm,7,true,17470.48,4507,6/6/2023,Aurie Lowensohn
382,Blue Sky Orchards,39,true,29979.4,2814,7/17/2023,Killie Prudence
383,Silver Lake Dairy,2,true,31079.67,9721,2/24/2023,Allin MacDonell
384,Riverbend Cattle Co.,9,false,70447.68,5196,7/18/2023,Nara Hurne
385,Riverbend Cattle Co.,17,false,54923.27,5267,7/22/2023,Renell Heeks
386,Eastwood Farms,9,true,73357.31,7296,4/23/2023,Luis Sautter
387,Spring Meadow Farm,32,true,51502.25,2130,10/5/2023,Jennilee Hucquart
388,Riverbend Cattle Co.,28,false,7482.91,7742,1/19/2023,Romona Rigeby
389,Prairie Wind Farms,30,true,54869.69,2040,2/9/2023,Sherill MacInerney
390,Spring Meadow Farm,10,true,55616.03,5127,1/27/2023,Hephzibah Abbatt
391,Riverbend Cattle Co.,24,false,27717.04,2419,1/5/2023,Aubrette Matussevich
392,Winterfell Ranch,37,false,59717.59,3244,11/28/2023,Geneva Akhurst
393,Spring Meadow Farm,5,false,53983.01,1570,4/2/2023,Cahra Leeke
394,Riverbend Cattle Co.,20,false,78958.75,4921,4/30/2023,Ardys Lyngsted
395,Silver Lake Dairy,27,true,3449.61,1107,11/21/2023,Lavena Knightsbridge
396,Eastwood Farms,10,true,24192.62,7894,3/6/2023,Armand Masham
397,Prairie Wind Farms,26,true,65842.71,6062,4/10/2023,Franklin Petrik
398,Meadowbrook Estate,24,true,57945.13,4450,12/13/2022,Ines Bettaney
399,Blue Sky Orchards,10,true,81419.19,7056,1/14/2023,Chantalle Wyllcocks
400,Twilight Vineyards,16,true,47710.33,4327,12/7/2022,Thedric Hartright
